"Date time","Plan","Host","Requests","Traffic","Charged Traffic","Target Filters","Traffic in Bytes","Extra traffic in Bytes","Status","Message"
"2026-09-03 02:59 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.94 KB","8.94 KB","no","9154","0","success",""
"2026-09-03 02:58 UTC","Proxy raspagem","clientservices.googleapis.com:443","1","6.3 KB","6.3 KB","no","6455","0","success",""
"2026-09-03 02:57 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.94 KB","8.94 KB","no","9156","0","success",""
"2026-09-03 02:55 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.88 KB","8.88 KB","no","9090","0","success",""
"2026-09-03 02:53 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.85 KB","8.85 KB","no","9060","0","success",""
"2026-09-03 02:51 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.85 KB","8.85 KB","no","9058","0","success",""
"2026-09-03 02:49 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.91 KB","8.91 KB","no","9123","0","success",""
"2026-09-03 02:47 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.91 KB","8.91 KB","no","9123","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","capi.dafiti.com.br:443","1","12.33 KB","12.33 KB","no","12626","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","vc.hotjar.io:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","tracking.dafiti.ads.global-fashion-group.com:443","1","11.9 KB","11.9 KB","no","12190","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","eum-orange-saas.instana.io:443","1","52.51 KB","52.51 KB","no","53773","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","cdn.jsdelivr.net:443","1","48.03 KB","48.03 KB","no","49184","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","analytics.tiktok.com:443","1","187.79 KB","187.79 KB","no","192292","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","ag.gbc.criteo.com:443","1","7.99 KB","7.99 KB","no","8186","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","stapecdn.com:443","1","14.41 KB","14.41 KB","no","14756","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","capi-automation.s3.us-east-2.amazonaws.com:443","1","71.95 KB","71.95 KB","no","73675","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","gum.criteo.com:443","1","13.6 KB","13.6 KB","no","13931","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","analytics-ipv6.tiktokw.us:443","1","11.37 KB","11.37 KB","no","11640","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","www.googletagmanager.com:443","1","709.36 KB","709.36 KB","no","726385","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","tags.creativecdn.com:443","1","9.84 KB","9.84 KB","no","10076","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","dynamic.criteo.com:443","1","31.71 KB","31.71 KB","no","32472","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","us.creativecdn.com:443","2","19.71 KB","19.71 KB","no","20185","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","static.hotjar.com:443","1","16.35 KB","16.35 KB","no","16746","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","www.dwin1.com:443","1","23.61 KB","23.61 KB","no","24181","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","secure.dafiti.com.br:443","1","50.6 KB","50.6 KB","no","51813","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","cdnjs.cloudflare.com:443","1","21.26 KB","21.26 KB","no","21773","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","product-analytics-api.eks.live.dafiti.io:443","6","67.83 KB","67.83 KB","no","69458","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","metrics.dafiti.com.br:443","2","36.44 KB","36.44 KB","no","37312","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","static.dafiti.com.br:443","6","450.85 KB","450.85 KB","no","461675","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","tag.goadopt.io:443","1","964.15 KB","964.15 KB","no","987290","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","cdn-global.configcat.com:443","1","7.04 KB","7.04 KB","no","7206","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","pagead2.googlesyndication.com:443","2","77.55 KB","77.55 KB","no","79416","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","dnacdn.net:443","1","8.33 KB","8.33 KB","no","8529","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","fundingchoicesmessages.google.com:443","3","122.86 KB","122.86 KB","no","125807","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","gem.gbc.criteo.com:443","1","8 KB","8 KB","no","8187","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","script.hotjar.com:443","1","65.74 KB","65.74 KB","no","67317","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","sslwidget.criteo.com:443","1","11.39 KB","11.39 KB","no","11659","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","disclaimer-api.goadopt.io:443","2","15.69 KB","15.69 KB","no","16071","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","www.facebook.com:443","1","20 KB","20 KB","no","20476","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","connect.facebook.net:443","1","250.37 KB","250.37 KB","no","256376","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","eum.instana.io:443","1","21.76 KB","21.76 KB","no","22284","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","axeptio-api.goadopt.io:443","1","14.53 KB","14.53 KB","no","14877","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","securepubads.g.doubleclick.net:443","1","261.48 KB","261.48 KB","no","267759","0","success",""
"2026-09-03 02:46 UTC","Proxy raspagem","www.datadoghq-browser-agent.com:443","1","67.25 KB","67.25 KB","no","68867","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","sslwidget.criteo.com:443","1","11.18 KB","11.18 KB","no","11453","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","us.creativecdn.com:443","2","19.47 KB","19.47 KB","no","19934","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","tag.goadopt.io:443","1","964.03 KB","964.03 KB","no","987162","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","fundingchoicesmessages.google.com:443","3","122.38 KB","122.38 KB","no","125319","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","axeptio-api.goadopt.io:443","1","2.08 KB","2.08 KB","no","2129","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","analytics.tiktok.com:443","1","182.01 KB","182.01 KB","no","186383","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","script.hotjar.com:443","1","65.62 KB","65.62 KB","no","67193","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","vc.hotjar.io:443","1","7.49 KB","7.49 KB","no","7669","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","dnacdn.net:443","1","8.13 KB","8.13 KB","no","8329","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","analytics-ipv6.tiktokw.us:443","1","11.55 KB","11.55 KB","no","11828","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","cdnjs.cloudflare.com:443","1","21.14 KB","21.14 KB","no","21643","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","disclaimer-api.goadopt.io:443","2","15.5 KB","15.5 KB","no","15877","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","www.dwin1.com:443","1","23.52 KB","23.52 KB","no","24086","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","secure.dafiti.com.br:443","1","50.47 KB","50.47 KB","no","51680","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","ag.gbc.criteo.com:443","1","7.79 KB","7.79 KB","no","7981","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","static.hotjar.com:443","1","16.21 KB","16.21 KB","no","16599","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","eum-orange-saas.instana.io:443","1","13.53 KB","13.53 KB","no","13859","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","capi.dafiti.com.br:443","1","12.18 KB","12.18 KB","no","12471","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","pagead2.googlesyndication.com:443","2","20.08 KB","20.08 KB","no","20560","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","product-analytics-api.eks.live.dafiti.io:443","6","43.7 KB","43.7 KB","no","44750","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.88 KB","8.88 KB","no","9091","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","static.dafiti.com.br:443","6","450.77 KB","450.77 KB","no","461592","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","gum.criteo.com:443","1","13.39 KB","13.39 KB","no","13707","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","connect.facebook.net:443","1","250.24 KB","250.24 KB","no","256250","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","www.googletagmanager.com:443","1","709.26 KB","709.26 KB","no","726279","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","stapecdn.com:443","1","14.29 KB","14.29 KB","no","14637","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","tracking.dafiti.ads.global-fashion-group.com:443","1","11.75 KB","11.75 KB","no","12036","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","securepubads.g.doubleclick.net:443","1","261.34 KB","261.34 KB","no","267617","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","cdn-global.configcat.com:443","1","6.92 KB","6.92 KB","no","7081","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","www.datadoghq-browser-agent.com:443","1","67.13 KB","67.13 KB","no","68743","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","dynamic.criteo.com:443","1","31.51 KB","31.51 KB","no","32269","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","eum.instana.io:443","1","21.64 KB","21.64 KB","no","22160","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","tags.creativecdn.com:443","1","9.72 KB","9.72 KB","no","9952","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","gem.gbc.criteo.com:443","1","7.8 KB","7.8 KB","no","7984","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","cdn.jsdelivr.net:443","1","47.91 KB","47.91 KB","no","49055","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","capi-automation.s3.us-east-2.amazonaws.com:443","1","71.92 KB","71.92 KB","no","73649","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","metrics.dafiti.com.br:443","1","31.69 KB","31.69 KB","no","32447","0","success",""
"2026-09-03 02:45 UTC","Proxy raspagem","www.facebook.com:443","1","19.87 KB","19.87 KB","no","20351","0","success",""
"2026-09-03 02:43 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.88 KB","8.88 KB","no","9091","0","success",""
"2026-09-03 02:43 UTC","Proxy raspagem","clientservices.googleapis.com:443","0","0 bytes","0 bytes","no","0","0","success",""
"2026-09-03 02:41 UTC","Proxy raspagem","clientservices.googleapis.com:443","1","57.22 KB","57.22 KB","no","58591","0","success",""
"2026-09-03 02:41 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.91 KB","8.91 KB","no","9124","0","success",""
"2026-09-03 02:39 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.91 KB","8.91 KB","no","9122","0","success",""
"2026-09-03 02:37 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.94 KB","8.94 KB","no","9156","0","success",""
"2026-09-03 02:37 UTC","Proxy raspagem","safebrowsing.googleapis.com:443","0","0 bytes","0 bytes","no","0","0","success",""
"2026-09-03 02:36 UTC","Proxy raspagem","www.pelando.com.br:443","1","111.71 KB","111.71 KB","no","114390","0","success",""
"2026-09-03 02:36 UTC","Proxy raspagem","rum-client-seo-production.shared.meliuz-internal.com:443","2","29.98 KB","29.98 KB","no","30697","0","success",""
"2026-09-03 02:36 UTC","Proxy raspagem","api-seo.meliuz.com.br:443","1","12.99 KB","12.99 KB","no","13304","0","success",""
"2026-09-03 02:36 UTC","Proxy raspagem","thiagorodrigo.com.br:443","1","126.26 KB","126.26 KB","no","129287","0","success",""
"2026-09-03 02:36 UTC","Proxy raspagem","cdnjs.cloudflare.com:443","2","51.58 KB","51.58 KB","no","52821","0","success",""
"2026-09-03 02:36 UTC","Proxy raspagem","csp-reporting.cloudflare.com:443","6","320.35 KB","320.35 KB","no","328038","0","success",""
"2026-09-03 02:36 UTC","Proxy raspagem","s.staticz.com.br:443","2","103.55 KB","103.55 KB","no","106034","0","success",""
"2026-09-03 02:36 UTC","Proxy raspagem","www.meliuz.com.br:443","2","98.88 KB","98.88 KB","no","101257","0","success",""
"2026-09-03 02:36 UTC","Proxy raspagem","assets.pelando.com.br:443","6","207.74 KB","207.74 KB","no","212726","0","success",""
"2026-09-03 02:36 UTC","Proxy raspagem","accounts.google.com:443","1","2.08 KB","2.08 KB","no","2126","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","fonts.googleapis.com:443","1","10.51 KB","10.51 KB","no","10761","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","wa.onelink.me:443","1","9.64 KB","9.64 KB","no","9870","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","aus5.mozilla.org:443","2","12.53 KB","12.53 KB","no","12832","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","cdn.jsdelivr.net:443","3","114.34 KB","114.34 KB","no","117083","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","us.creativecdn.com:443","1","10.65 KB","10.65 KB","no","10901","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","markadver.com:443","1","7.23 KB","7.23 KB","no","7403","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","15999293.fls.doubleclick.net:443","1","8.46 KB","8.46 KB","no","8661","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","s.pinimg.com:443","1","9.49 KB","9.49 KB","no","9717","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","cdnjs.cloudflare.com:443","1","9.98 KB","9.98 KB","no","10223","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","wa.appsflyersdk.com:443","1","10.77 KB","10.77 KB","no","11030","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","www.kabum.com.br:443","1","779.93 KB","779.93 KB","no","798649","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","tags.creativecdn.com:443","1","9.67 KB","9.67 KB","no","9901","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","thiagorodrigo.com.br:443","1","2.08 KB","2.08 KB","no","2127","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","www.google.com:443","1","22.91 KB","22.91 KB","no","23457","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","safebrowsing.googleapis.com:443","1","12.98 KB","12.98 KB","no","13296","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","cdn.newtail.com.br:443","1","16.31 KB","16.31 KB","no","16700","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","snap.licdn.com:443","1","27.67 KB","27.67 KB","no","28330","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","websdk.appsflyer.com:443","1","24.93 KB","24.93 KB","no","25533","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.85 KB","8.85 KB","no","9059","0","success",""
"2026-09-03 02:35 UTC","Proxy raspagem","docs.google.com:443","2","34.39 KB","34.39 KB","no","35218","0","success",""
"2026-09-03 02:34 UTC","Proxy raspagem","www.kabum.com.br:443","1","2.08 KB","2.08 KB","no","2125","0","success",""
"2026-09-03 02:33 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.91 KB","8.91 KB","no","9123","0","success",""
"2026-09-03 02:33 UTC","Proxy raspagem","connectivitycheck.gstatic.com:80","1","514 bytes","514 bytes","no","514","0","success",""
"2026-09-03 02:33 UTC","Proxy raspagem","www.kabum.com.br:443","2","4.04 KB","4.04 KB","no","4137","0","success",""
"2026-09-03 02:33 UTC","Proxy raspagem","aus5.mozilla.org:443","0","0 bytes","0 bytes","no","0","0","success",""
"2026-09-03 02:32 UTC","Proxy raspagem","aus5.mozilla.org:443","2","850 bytes","850 bytes","no","850","0","success",""
"2026-09-03 02:32 UTC","Proxy raspagem","www.kabum.com.br:443","1","2.08 KB","2.08 KB","no","2125","0","success",""
"2026-09-03 02:31 UTC","Proxy raspagem","www.kabum.com.br:443","1","2.07 KB","2.07 KB","no","2123","0","success",""
"2026-09-03 02:31 UTC","Proxy raspagem","assets.cuponomia.com.br:443","6","319.63 KB","319.63 KB","no","327303","0","success",""
"2026-09-03 02:31 UTC","Proxy raspagem","thiagorodrigo.com.br:443","0","0 bytes","0 bytes","no","0","0","success",""
"2026-09-03 02:31 UTC","Proxy raspagem","connectivitycheck.gstatic.com:80","1","514 bytes","514 bytes","no","514","0","success",""
"2026-09-03 02:31 UTC","Proxy raspagem","play.google.com:443","2","448 bytes","448 bytes","no","448","0","success",""
"2026-09-03 02:31 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.91 KB","8.91 KB","no","9122","0","success",""
"2026-09-03 02:31 UTC","Proxy raspagem","storage.googleapis.com:443","2","44.91 KB","44.91 KB","no","45989","0","success",""
"2026-09-03 02:31 UTC","Proxy raspagem","accounts.google.com:443","2","384.95 KB","384.95 KB","no","394193","0","success",""
"2026-09-03 02:31 UTC","Proxy raspagem","www.cuponomia.com.br:443","2","178.32 KB","178.32 KB","no","182600","0","success",""
"2026-09-03 02:30 UTC","Proxy raspagem","aus5.mozilla.org:443","2","850 bytes","850 bytes","no","850","0","success",""
"2026-09-03 02:30 UTC","Proxy raspagem","thiagorodrigo.com.br:443","1","1.97 KB","1.97 KB","no","2018","0","success",""
"2026-09-03 02:29 UTC","Proxy raspagem","thiagorodrigo.com.br:443","1","2.08 KB","2.08 KB","no","2129","0","success",""
"2026-09-03 02:29 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.88 KB","8.88 KB","no","9091","0","success",""
"2026-09-03 02:28 UTC","Proxy raspagem","clientservices.googleapis.com:443","1","10.13 KB","10.13 KB","no","10376","0","success",""
"2026-09-03 02:28 UTC","Proxy raspagem","thiagorodrigo.com.br:443","2","4.02 KB","4.02 KB","no","4113","0","success",""
"2026-09-03 02:28 UTC","Proxy raspagem","aus5.mozilla.org:443","0","0 bytes","0 bytes","no","0","0","success",""
"2026-09-03 02:28 UTC","Proxy raspagem","beacons.gcp.gvt2.com:443","1","6.36 KB","6.36 KB","no","6508","0","success",""
"2026-09-03 02:28 UTC","Proxy raspagem","connectivitycheck.gstatic.com:80","1","514 bytes","514 bytes","no","514","0","success",""
"2026-09-03 02:27 UTC","Proxy raspagem","thiagorodrigo.com.br:443","1","2.08 KB","2.08 KB","no","2129","0","success",""
"2026-09-03 02:27 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.88 KB","8.88 KB","no","9090","0","success",""
"2026-09-03 02:27 UTC","Proxy raspagem","aus5.mozilla.org:443","2","850 bytes","850 bytes","no","850","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","www.facebook.com:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","cdn-global.configcat.com:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","tracking.dafiti.ads.global-fashion-group.com:443","0","77 bytes","77 bytes","no","77","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","axeptio-api.goadopt.io:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","www.datadoghq-browser-agent.com:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","static.dafiti.com.br:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","metrics.dafiti.com.br:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","fundingchoicesmessages.google.com:443","0","126 bytes","126 bytes","no","126","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","eum-orange-saas.instana.io:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","eum.instana.io:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","connectivitycheck.gstatic.com:80","1","514 bytes","514 bytes","no","514","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","capi.dafiti.com.br:443","0","77 bytes","77 bytes","no","77","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","cdn.jsdelivr.net:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","thiagorodrigo.com.br:443","1","2.08 KB","2.08 KB","no","2127","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","capi-automation.s3.us-east-2.amazonaws.com:443","0","24 bytes","24 bytes","no","24","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","script.hotjar.com:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","connect.facebook.net:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","product-analytics-api.eks.live.dafiti.io:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","tags.creativecdn.com:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","tag.goadopt.io:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","www.dwin1.com:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","analytics.tiktok.com:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","disclaimer-api.goadopt.io:443","0","126 bytes","126 bytes","no","126","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","secure.dafiti.com.br:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","www.googletagmanager.com:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","us.creativecdn.com:443","0","126 bytes","126 bytes","no","126","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","static.hotjar.com:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","stapecdn.com:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","cdnjs.cloudflare.com:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","analytics-ipv6.tiktokw.us:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","pagead2.googlesyndication.com:443","0","126 bytes","126 bytes","no","126","0","success",""
"2026-09-03 02:26 UTC","Proxy raspagem","securepubads.g.doubleclick.net:443","0","63 bytes","63 bytes","no","63","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","axeptio-api.goadopt.io:443","2","16.51 KB","16.51 KB","no","16907","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","csi.gstatic.com:443","1","8.91 KB","8.91 KB","no","9128","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","gum.criteo.com:443","2","26.82 KB","26.82 KB","no","27467","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","analytics-ipv6.tiktokw.us:443","3","28.64 KB","28.64 KB","no","29331","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","secure.dafiti.com.br:443","1","50.55 KB","50.55 KB","no","51763","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","script.hotjar.com:443","2","131.28 KB","131.28 KB","no","134426","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","aus5.mozilla.org:443","2","850 bytes","850 bytes","no","850","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","static.dafiti.com.br:443","6","727.12 KB","727.12 KB","no","744566","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","us.creativecdn.com:443","4","39.03 KB","39.03 KB","no","39970","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","gem.gbc.criteo.com:443","2","15.7 KB","15.7 KB","no","16080","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","disclaimer-api.goadopt.io:443","4","31.04 KB","31.04 KB","no","31786","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","product-analytics-api.eks.live.dafiti.io:443","12","105.36 KB","105.36 KB","no","107891","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","capi.dafiti.com.br:443","2","24.43 KB","24.43 KB","no","25013","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","eum.instana.io:443","1","21.7 KB","21.7 KB","no","22223","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","tag.goadopt.io:443","2","1.88 MB","1.88 MB","no","1974403","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","mtalk.google.com:5228","1","8.91 KB","8.91 KB","no","9122","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","www.dwin1.com:443","2","47.02 KB","47.02 KB","no","48152","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","vc.hotjar.io:443","1","7.53 KB","7.53 KB","no","7707","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","beacons.gcp.gvt2.com:443","0","0 bytes","0 bytes","no","0","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","analytics.tiktok.com:443","2","365.93 KB","365.93 KB","no","374714","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","static.hotjar.com:443","2","32.5 KB","32.5 KB","no","33285","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","securepubads.g.doubleclick.net:443","1","475.99 KB","475.99 KB","no","487412","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","tracking.dafiti.ads.global-fashion-group.com:443","1","16.42 KB","16.42 KB","no","16813","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","cdn-global.configcat.com:443","2","13.89 KB","13.89 KB","no","14224","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","dnacdn.net:443","2","16.42 KB","16.42 KB","no","16819","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","tags.creativecdn.com:443","2","19.52 KB","19.52 KB","no","19991","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","fundingchoicesmessages.google.com:443","6","243.72 KB","243.72 KB","no","249570","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","dynamic.criteo.com:443","2","63.17 KB","63.17 KB","no","64686","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","www.facebook.com:443","2","39.85 KB","39.85 KB","no","40809","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","sslwidget.criteo.com:443","2","22.46 KB","22.46 KB","no","22996","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","metrics.dafiti.com.br:443","4","78.02 KB","78.02 KB","no","79896","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","cdnjs.cloudflare.com:443","2","42.31 KB","42.31 KB","no","43330","0","success",""
"2026-09-03 02:25 UTC","Proxy raspagem","thiagorodrigo.com.br:443","1","4.08 KB","4.08 KB","no","4179","0","success",""
